DBA,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,Latitude,Longitude,AvgScore,Selected
THOMAS PIZZA,9023,37TH AVE,11372,7188980347,Pizza,40.75056131,-73.87659035,21,0
LITTLE CAESARS,1164,BROADWAY,11221,3472210885,Pizza,40.69292935,-73.9281201,24.85714286,0
TAVARES,9610,JAMAICA AVE,11421,7184410068,Latin American,40.69446943,-73.84924446,9,0
RU YI DUMPLING,5221,FORT HAMILTON PARKWAY,11219,6464310949,Chinese,40.63678,-74.00001081,24.66666667,0
LA GATA GOLOSA,8901,37TH AVE,11372,3479353032,Bakery Products/Desserts,40.75044718,-73.87766611,28.21428571,0
KARAKATTA,230,THOMPSON STREET,10012,9172616297,Japanese,40.72934477,-73.99887429,12,0
MATTO ESPRESSO,8,WEST   46 STREET,10036,6462087786,Sandwiches,40.75628007,-73.97965676,11,0
LAZY SUZY CAFE & SHOP,703,HART STREET,11221,9177706571,Coffee/Tea,40.6993311,-73.92529655,13,0
BOTANAS MEXICAN ICE CREAM & SNACKS,463,PORT RICHMOND AVENUE,10302,9178300084,Frozen Desserts,40.63114868,-74.13881301,9,0
SABBA'S CHICKEN,219,WEST  145 STREET,10039,7184408700,Chicken,40.82199746,-73.93991782,35.33333333,0
Melanie's Roti & Bar,1248,CASTLE HILL AVENUE,10462,9294650382,Caribbean,40.83325552,-73.85134274,0,0
HIBACHI MASTER,8512,5 AVENUE,11209,6464671550,Japanese,40.62198546,-74.02580276,18.14285714,0
CHAMA MAMA,373,AMSTERDAM AVENUE,10024,9172617430,Other,40.78230847,-73.97892298,12,0
YUMMY BOBA DESSERTS,5814,7 AVENUE,11220,3477259412,"Juice, Smoothies, Fruit Salads",40.63782252,-74.01072639,7,0
BK BURRITO MEXICAN FOOD,3914,FORT HAMILTON PARKWAY,11218,3475269331,Other,40.64304596,-73.99068169,7,0
TACO MIX,220,36 STREET,11232,6466348763,Spanish,40.65605362,-74.00733429,21.125,0
WINGZ AMERICAN GRILL,5100,KINGS PLZ,11234,3475670412,Chicken,40.60992885,-73.92228162,18,0
PROVENANCE MEALS,4225A,VERNON BLVD,11101,9179091027,Other,40.75380606,-73.94969241,28.6,0
EL PRIMO CHUY,286,KINGS HIGHWAY,11223,3477750303,Mexican,40.60513912,-73.97994788,67.53846154,0
EKOSFERE BAKERY & COFFEE,766,LYDIG AVENUE,10462,9299901715,Coffee/Tea,40.85443447,-73.86513294,20,0
ZIGGLE,3704,QUEENS BLVD,11101,7188854429,Other,40.74420418,-73.92781194,26,0
MCDONALDS,3143,ATLANTIC AVENUE,11208,5168723700,American,40.67954302,-73.8790946,2,0
787 COFFEE,319,EAST   14 STREET,10003,9082308846,Coffee/Tea,40.73201983,-73.98415279,25,0
McDonald,102,1 AVENUE,10009,5162560200,American,40.72652231,-73.98605186,7,0
NYAC MAIN DINING ROOM,180,CENTRAL PARK SOUTH,10019,2127677000,American,40.76671822,-73.97873659,9,0
COBBLESTONE PUB,11718,QUEENS BOULEVARD,11375,7182639754,American,40.71531199,-73.83250978,8,0
Meze-Mazi,449,THIRD AVENUE,10016,2122131100,American,40.74372003,-73.97956678,35,0
VILLA MONTE PIZZERIA,240,ARDEN AVENUE,10312,7189847100,Italian,40.55337767,-74.19203847,17,0
PC'S BAR AND GRILL,7215,5 AVENUE,11209,7184912845,American,40.63150246,-74.0217966,0,0
EL MALECON RESTAURANT,764,AMSTERDAM AVENUE,10025,2128645648,Latin American,40.79506125,-73.96964065,7,0
FELICE 64 WINE BAR,1166,1 AVENUE,10065,2125932223,Italian,40.76263717,-73.95975002,45.42857143,0
MAYA,1191,1 AVENUE,10065,2125851818,Mexican,40.76305153,-73.95947903,12,0
CAFFE' ROMEO,7111,20 AVENUE,11204,7182323131,Coffee/Tea,40.61298774,-73.98951533,24.5,0
THE CARNEGIE CIGAR CLUB AND LOUNGE,156,WEST   56 STREET,10019,2129809476,American,40.76453085,-73.97981307,12,0
BAYRIDGE PIZZA,7704,5 AVENUE,11209,7186805405,Pizza,40.62783787,-74.02332287,2,0
RIVERDALE STEAK HOUSE,5700,RIVERDALE AVENUE,10471,7185499946,Steakhouse,40.90671944,-73.90412317,10,0
LEXINGTON CANDY SHOP,1226,LEXINGTON AVENUE,10028,2122880057,American,40.77744691,-73.95708719,4,0
UNIQUE LOUNGE,1757,ARTHUR KILL ROAD,10312,7189480714,Irish,40.56172054,-74.19444146,13,0
THE GREEK KITCHEN,889,10 AVENUE,10019,2125814300,Greek,40.76968941,-73.98814756,13.14285714,0
ELEGANTE PIZZA,6922,5 AVENUE,11209,7187459715,Pizza,40.63326199,-74.02110543,10,0
BAGEL DEPOT,3854,RICHMOND AVENUE,10312,7189488755,Bagels/Pretzels,40.54396954,-74.16499025,11,0
DA FRANCESCO,442,GRAHAM AVENUE,11211,7183491627,Italian,40.71829214,-73.94499356,15,0
GOLDEN KRUST CARIBBEAN BAKERY & GRILL,4708,WHITE PLAINS ROAD,10470,7183250900,Caribbean,40.90370298,-73.85014632,18.33333333,0
WENDY'S,1761,FOREST AVENUE,10303,7189812102,Hamburgers,40.62499759,-74.14761163,11,0
BIG BOOTY BREAD,261,WEST   23 STREET,10011,2124143056,Bakery Products/Desserts,40.74478953,-73.9972825,16.2,0
CAFE MANHATTAN,35,WEST   45 STREET,10036,2129211515,American,40.75594266,-73.98074693,14,0
GOLDEN PASTRY SHOP,1,CORSON AVENUE,10301,7187279393,Bakery Products/Desserts,40.63825966,-74.07898737,4,0
BAR BELLY,14B,ORCHARD STREET,10002,6465969142,American,40.71521442,-73.99171407,6.333333333,0
KLIMAT,77,EAST    7 STREET,10003,9172140589,Polish,40.72732384,-73.98656763,10,0
REMEDY DINER,245,EAST HOUSTON STREET,10002,2126775110,American,40.72193298,-73.98539262,10,0
WEST 190TH PIZZA,1611,ST NICHOLAS AVENUE,10040,2129234441,Pizza,40.85525495,-73.92939719,12,0
TITO MURPHY'S,346,WEST   46 STREET,10036,2122452030,American,40.76035185,-73.98928629,11,0
FIVE NAPKIN BURGER,630,9 AVENUE,10036,2127572277,American,40.7600309,-73.99144857,27.33333333,0
MIKE'S UNICORN DINER,2944,VICTORY BOULEVARD,10314,7184942129,American,40.60738865,-74.16067459,17.2,0
IL BACCO RISTORANTE,25324,NORTHERN BOULEVARD,11362,7182247657,Italian,40.77089438,-73.73528783,12,0
HA NOI,448,9 STREET,11215,7187887755,Southeast Asian,40.66668009,-73.98118372,32.4,0
UPSTATE,95,1 AVENUE,10003,9176748956,Seafood,40.72623963,-73.98628282,12,0
SHOWCASE LINDEN CINEMAS,2784,LINDEN BOULEVARD,11208,7182777841,American,40.66965,-73.86138773,10,0
NUMERO 28 PIZZA,137,7 AVENUE,11215,7183989198,Pizza,40.67286323,-73.97658562,6,0
"GREY LADY, RISE COFFEE",77,DELANCEY STREET,10002,6465805239,American,40.71908166,-73.99001084,7,0
BROOKLYN KOLACHE CO,520,DEKALB AVENUE,11205,7183981111,Coffee/Tea,40.69085457,-73.95575123,12,0
TERRACE BAGELS,222-222A,PROSPECT PARK WEST,11215,7187683943,Bagels/Pretzels,40.66000471,-73.98070624,22.38461538,0
THE BAGEL HOUSE,461,5 AVENUE,11215,7187688300,Bagels/Pretzels,40.66847597,-73.9868643,7,0
AEGEA WEST,24205,NORTHERN BLVD,11363,7184234429,Pizza,40.76537808,-73.74406055,12,0
CRESCENT KITCHEN,2342,30TH AVE,11102,7184833594,Greek,40.76914207,-73.92623241,12,0
MULBERRY AND VINE,49,WEST   27 STREET,10001,2122528468,American,40.74490439,-73.9897399,25,0
BARNEY BROWN,822,AVENUE OF THE AMERICAS,10001,2126349114,Sandwiches/Salads/Mixed Buffet,40.74629328,-73.99031351,7,0
PANDA EXPRESS,414,8 AVENUE,10001,9176393302,Chinese,40.75007861,-73.99498324,14.5,0
MARTHA'S COUNTRY BAKERY,263,BEDFORD AVENUE,11211,7185990900,Bakery Products/Desserts,40.71494178,-73.9608034,13.14285714,0
GOURMET DELI,341,7 AVENUE,10001,2122799221,Sandwiches,40.74793484,-73.9928324,15.5,0
ASIAN KABAB & CURRY,496,CRESCENT STREET,11208,3477872869,Indian,40.67596778,-73.87016032,25,0
STARBUCKS COFFEE,3165,BROADWAY,10027,9292432549,Coffee/Tea,40.8146774,-73.95903562,7,0
JJ KITCHEN,475A,MYRTLE AVENUE,11205,7186360602,Chinese,40.69339981,-73.96628296,17.44444444,0
TRATTORIA IL GUSTO,625,COLUMBUS AVENUE,10024,2125797970,Italian,40.78927818,-73.97011999,12,0
DELICIOUS MEI WEI RESTAURANT,765,EAST   82 STREET,11236,7182412189,Chinese,40.63671331,-73.91206094,22,0
STAR CAFE,18301,HORACE HARDING EXPY,11365,9173923688,Coffee/Tea,40.73997977,-73.79100591,5,0
KRISPY KRUNCHY CHICKEN AND PIZZA,1354,AMSTERDAM AVENUE,10027,6469984200,Chicken,40.8139324,-73.95586778,81.38461538,0
FAIRFIELD INN & SUITES,18331,HORACE HARDING EXPY,11365,7187467233,American,40.73998794,-73.79097341,23,0
KENNEDY FRIED CHICKEN,306,MARCUS GARVEY BOULEVARD,11221,7182246030,Chicken,40.68692725,-73.93883567,36,0
OLD MAN HUSTLE,39,ESSEX STREET,10002,2122537747,American,40.71612824,-73.98946658,10,0
HAAGEN-DAZS,55,RICHMOND TERRACE,10301,7189817828,Frozen Desserts,40.64411317,-74.07658364,24.66666667,0
THAI @ LEX,1224,LEXINGTON AVENUE,10028,2122886060,Thai,40.77739203,-73.95712694,12,0
MIGHTY CATCH,940,COLUMBUS AVENUE,10025,9173883668,Seafood,40.79938769,-73.96276529,12,0
WESTIN HOTEL,212,EAST   42 STREET,10017,5182826019,American,40.750449,-73.97373224,23.625,0
CASA DEL SABOR,446,WILSON AVENUE,11221,3479955431,Spanish,40.69325897,-73.91267484,11,0
SABORES DE MI TIERRA RESTAURANT,1562,SAINT NICHOLAS AVENUE,10040,9148435527,Latin American,40.8537707,-73.93045791,8,0
TURNPIKE BURGER GRILL,14741,UNION TPKE,11367,9293778824,Jewish/Kosher,40.7182932,-73.81490147,21,0
MANJARES DE MEXICO,422,7 AVENUE,11215,2035071764,Mexican,40.66397417,-73.98402124,12,0
Mint Heights,46,HENRY STREET,11201,3479160325,Indian,40.69958023,-73.99199371,9,0
LITTLE ITALY PIZZA,359,EAST   68 STREET,10065,2019831137,Pizza,40.76567806,-73.9588926,18.22222222,0
DRITA'S HOMEMADE,331,HILLSIDE TERRACE,10308,9294076000,Mediterranean,40.54438556,-74.14127664,10,0
GUAC TIME,599,AVENUE OF THE AMERICAS,10011,9178604544,Mexican,40.73947835,-73.9953016,16,0
GREAT CHINA,2154,FOREST AVENUE,10303,3477817790,Other,40.6265931,-74.16127578,22,0
NEW LUCKY STAR KITCHEN,809,ASTORIA BLVD,11102,7187772200,Chinese,40.77256849,-73.93225437,20,0
SHUN LEE,37,WEST   65 STREET,10023,2125958895,Chinese,40.7722739,-73.9803631,36.8,0
CAFE LUXEMBOURG,200,WEST   70 STREET,10023,2128737411,French,40.77746465,-73.98301541,10,0
WEST CORK-UNION HALL,502,HENDERSON AVENUE,10310,7184422133,American,40.63810304,-74.10925325,11,0
J & R PIZZA,1916,KINGS HIGHWAY,11229,7189986627,Pizza,40.61035512,-73.95438577,17.14285714,0
PASTA LOVERS TRATTORIA,142,WEST   49 STREET,10019,2128191155,Italian,40.75979104,-73.98217165,69.83333333,0
MORTON'S THE STEAKHOUSE,5,EAST   45 STREET,10017,2129723315,Steakhouse,40.75523147,-73.97906513,11,0
FRENCH ROAST,2340,BROADWAY,10024,2127991533,French,40.78767958,-73.97702176,12,0
YALE CLUB,50,VANDERBILT AVENUE,10017,2127162136,American,40.75397402,-73.97725361,12,0
LE CAFE (CREDIT AGRICOLE),1301,AVENUE OF THE AMERICAS,10019,2122617119,American,40.76123707,-73.9794567,9,0
ROTI CORNER RESTAURANT,18018,HILLSIDE AVENUE,11432,7186577908,Caribbean,40.71303435,-73.78217018,3,0
GYRO KING,2450,WALTON AVENUE,10468,7189336664,Greek,40.86198566,-73.9005654,27.875,0
BEDFORD CAFE & RESTAURANT,1,EAST BEDFORD PARK BOULEVARD,10468,7183653416,American,40.87328909,-73.88925237,42,0
OFF THE WAGON,109,MACDOUGAL STREET,10012,2125334487,American,40.72975924,-74.00069997,5,0
SOTTO VOCE RESTAURANT,225,7 AVENUE,11215,7183699322,Italian,40.67003108,-73.97894057,11,0
L & M ITALIAN DELI & CATERING,3608,31 STREET,11106,7187299120,Sandwiches,40.75624408,-73.93002953,23.5,0
LA COVACHA,368,COLUMBUS AVENUE,10024,2127122929,Mexican,40.78093556,-73.97623332,9,0
DUNKIN,21920,NORTHERN BOULEVARD,11361,7182247112,Donuts,40.7613439,-73.7622154,6,0
NEW CROWN CHICKEN & BISCUIT,507,PENNSYLVANIA AVENUE,11207,7185667469,Chicken,40.66501603,-73.8941016,11,0
CAFE 28,245,5 AVENUE,10016,2126867300,American,40.74447048,-73.9874339,13,0
POPEYES,75,LEXINGTON AVENUE,10010,2127257033,Chicken,40.74125586,-73.98345772,6,0
"DUNKIN', 'BASKIN ROBBINS",4128,QUEENS BOULEVARD,11104,7184723278,Donuts,40.74364662,-73.9230128,9,0
PRETZEL MAKER,90-15,QUEENS BOULEVARD,11373,7182715178,Bagels/Pretzels,40.73384018,-73.87157703,18.625,0
"DUNKIN','PIZZA HUT',' NATHANS",2148,WHITE PLAINS ROAD,10462,7187923686,Pizza,40.8550193,-73.86766941,3,0
ROASTING PLANT,81,ORCHARD STREET,10002,2127757755,Coffee/Tea,40.71774774,-73.99043311,11,0
TINOS DELICATESSEN,2410,ARTHUR AVENUE,10458,7187339879,Sandwiches,40.85581427,-73.88732589,12,0
LE BON PAIN,21165,JAMAICA AVENUE,11428,7184648160,Bakery Products/Desserts,40.71554071,-73.74755336,12,0
CAFE GRUMPY,383,7 AVENUE,11215,7184994404,American,40.66529699,-73.98289629,3,0
GOOD FAMILY BAKERY,1317,AVENUE U,11229,7189988988,Bakery Products/Desserts,40.59865823,-73.95801636,5,0
QUE SABROSURA RESTAURANT,48,EAST  183 STREET,10453,7183652200,Spanish,40.85833147,-73.90265317,12,0
CHIPOTLE MEXICAN GRILL,117,EAST   14 STREET,10003,2122600641,Tex-Mex,40.73407348,-73.98903074,12,0
NEW YUNG HONG,271,WEST KINGSBRIDGE ROAD,10463,7185490030,Chinese,40.87285041,-73.90512678,13,0
HAPPY GARDEN RESTAURANT,706,MORRIS PARK AVENUE,10462,7184091471,Chinese,40.84527331,-73.86579856,11,0
DUNKIN,809,GRAND STREET,11211,7183876033,Donuts,40.7119196,-73.94111759,18.4,0
888 KITCHEN,6092,FLUSHING AVENUE,11378,7188948889,Chinese,40.72081813,-73.90441328,24.66666667,0
MIKEY BAGELS,7420,AMBOY ROAD,10307,7189849700,American,40.5099219,-74.24392109,6,0
MARIA'S,3811,BELL BOULEVARD,11361,7182791606,Greek,40.76627766,-73.77238896,17,0
CHARLIES BAR & KITCHEN,112,LINCOLN AVENUE,10454,7186842338,American,40.80788897,-73.92939344,19,0
SIRENAS,1896,JEROME AVENUE,10453,9177923395,Tex-Mex,40.85009002,-73.91062831,12,0
SBARRO,90-15,QUEENS BOULEVARD,11373,7182710681,Italian,40.73384018,-73.87157703,13,0
SUBWAY,3419,BROADWAY,10031,6465481210,Sandwiches,40.82254714,-73.95329312,9,0
YUMMY TACO,221-07,JAMAICA AVENUE,11428,7187763616,Tex-Mex,40.71972374,-73.73299904,11,0
PEACHWAVE FROZEN YOGURT,602,EAST  187 STREET,10458,3472705883,Frozen Desserts,40.85546028,-73.88741325,35,0
STAR BILLIARDS,1590,WESTCHESTER AVENUE,10472,9173715834,American,40.8291017,-73.87591293,12,0
ASIAN TOKYO JAPANESE CUISINE,4685,MANHATTAN COLLEGE PARKWAY,10471,7185435751,Japanese,40.89087194,-73.89831936,46.25,0
SUBWAY,5719,FLATLANDS AVENUE,11234,7188129864,Sandwiches,40.63048372,-73.9210615,6,0
BURGER KING,1607,WESTCHESTER AVENUE,10472,6466858366,Hamburgers,40.82932326,-73.87521511,15.5,0
GREAT WALL NYC,159,WEST TREMONT AVENUE,10453,7185837241,Chinese,40.85063177,-73.91563026,23,0
JUICES FOR LIFE BK,277,MALCOLM X BOULEVARD,11233,3473508558,"Juice, Smoothies, Fruit Salads",40.6828813,-73.92903596,39.36363636,0
JOY GARDEN,687,MORRIS PARK AVENUE,10462,7185181242,Chinese,40.84517242,-73.86636622,13,0
MING WONG,29,WEST BURNSIDE AVENUE,10453,7185629793,Chinese,40.8538132,-73.90880864,13,0
WENDY'S,7232,BROADWAY,11372,7184581921,Hamburgers,40.74746822,-73.89327709,6,0
CORNER DONUT COFFEE SHOP,1933,MOTT AVE,11691,7183275421,Coffee/Tea,40.60392882,-73.75234535,7,0
LILI MEXICAN RESTAURANT,415,EAST  138 STREET,10454,3472978550,Mexican,40.8087708,-73.92208466,13.5,0
MIRANDA'S PUPUSERIA,90-40,160 STREET,11432,9175958247,Spanish,40.70492565,-73.79990585,19.33333333,0
HK CAFE,4296,MAIN ST,11355,7183586488,Chinese,40.75264915,-73.82699794,13,0
BAGEL CORNER,581,WEST  235 STREET,10463,6465231516,Bagels/Pretzels,40.88588162,-73.91106463,9.5,0
HANG CHOU,2266,3 AVENUE,10035,2125345266,Chinese,40.80258486,-73.93663762,10,0
ELYON RESTAURANT,21221,JAMAICA AVE,11428,2292065060,Caribbean,40.71586679,-73.74605868,37,0
BURGER KING,736,BROADWAY,11206,7187820222,Hamburgers,40.70097683,-73.94236793,10,0
CACHAPA CACHAPA 2,1805,WESTCHESTER AVENUE,10472,3478514242,Latin American,40.83195617,-73.8660821,18.6,0
BUSHNIWA,250,VARET STREET,11206,7183868886,Japanese,40.70414779,-73.93360094,33,0
BROOKLYN BARISTA,880,WYCKOFF AVENUE,11237,3478895755,American,40.69730866,-73.90714103,7,0
YO YO FRITAILLE,2811,GLENWOOD ROAD,11210,3479616772,Caribbean,40.63413138,-73.950064,37.28571429,0
PRONTO PIZZA,89-30,QUEENS BOULEVARD,11373,7185209018,Pizza,40.73433344,-73.87332612,12,0
SERGIO'S PIZZA,279,MALCOLM X BOULEVARD,11233,7185133300,Pizza,40.68280718,-73.92902162,28,0
DOMINO'S,6410,AMBOY ROAD,10309,3477057411,Pizza,40.52154814,-74.21705956,13,0
LE MXICANO,141,LINCOLN AVENUE,10454,6467534433,Mexican,40.80846512,-73.92899547,21,0
GRAND SEAPORT BUFFET,2027,EMMONS AVENUE,11235,9179167378,Chinese,40.58371937,-73.94723252,28.33333333,0
MAKANA,1502,AMSTERDAM AVENUE,10031,2123685033,Hawaiian,40.81838034,-73.95262405,48,0
PEACOCK GOURMET,2265,1 AVENUE,10035,9173785360,American,40.79624097,-73.93524595,12,0
kokomo restaurant,65,KENT AVENUE,11249,7184139400,Caribbean,40.72205039,-73.95983956,17.28571429,0
RUSH HOUR COOKIES CAFE,3927,BELL BLVD,11361,7188198033,American,40.76496153,-73.77169313,32.22222222,0
DOMENICO'S PIZZA,5838,AMBOY ROAD,10309,3479922606,Pizza,40.52602734,-74.20226153,12,0
LOWER EAST SIDE PIZZA,181,EAST BROADWAY,10002,6467564448,Pizza,40.71412728,-73.98923964,11,0
BBQ VILLAGE,18112,HILLSIDE AVE,11432,7188388801,Indian,40.71319227,-73.78149872,13.14285714,0
QUINOA KITCHEN 2,40-05,SKILLMAN AVENUE,11104,2033914303,American,40.74719586,-73.92341651,3.5,0
HARRY POTTER NY,935,BROADWAY,10010,2125064769,Other,40.74036452,-73.98945913,4,0
BEACH DUNES EATERY AND ARTS,4519,ROCKAWAY BEACH BLVD,11691,7187733551,Caribbean,40.59358681,-73.77654817,3,0
AFTERNOON,148,N 7TH ST,11249,8454055430,Korean,40.71819071,-73.95832316,16.8,0
DIY POKE SUSHI,2706,AVENUE U,11229,9175178783,Asian/Asian Fusion,40.60011822,-73.94456194,25.54545455,0
PAPA JOHN'S,604,GRAND STREET,11211,3477746684,Other,40.71124494,-73.94792473,9,0
NEW YORK PIZZA,8308,37TH AVE,11372,7186752669,Pizza,40.74984908,-73.88318563,23.33333333,0
RACER,40,RIVINGTON STREET,10002,2066048697,Other,40.72090428,-73.99108924,10,0
OTWAY,920,FULTON STREET,11238,9738090654,Coffee/Tea,40.68290041,-73.96418626,14.75,0
TIPSY SHANGHAI,189,EAST BROADWAY,10002,6462554897,Chinese,40.71416292,-73.98879595,19,0
SEASHORE RESTAURANT,591,CITY ISLAND AVENUE,10464,7188850300,Seafood,40.85411693,-73.79057359,6.8,0
PJ CARNEY'S,906,7 AVENUE,10019,2126640056,Irish,40.76573855,-73.9798849,10,0
DUNKIN',4090,BOSTON POST ROAD,10475,7183248842,Donuts,40.8857797,-73.82837527,4,0
WHITE CASTLE,3663,BOSTON ROAD,10466,7182311347,Hamburgers,40.88001579,-73.84178125,12,0
FREDDIE & PEPPER'S PIZZA,303,AMSTERDAM AVENUE,10023,2127992378,Pizza,40.78009922,-73.98053049,11,0
ARTIE'S,394,CITY ISLAND AVENUE,10464,7188859885,Italian,40.8495163,-73.78734583,13,0
NORA'S PARK BENCH CAFE,3019,QUENTIN ROAD,11234,7183760033,American,40.61193,-73.94099723,29.83333333,0
ACAPULCO DELI & RESTAURANT,1116,MANHATTAN AVENUE,11222,7183498429,Mexican,40.73667832,-73.95531293,4,0
RIO DE LA PLATA BAKERY,9465,CORONA AVE,11373,7182715422,Bakery Products/Desserts,40.74230267,-73.86947119,20,0
CHICKEN HOLIDAY EXPRESS,3785,VICTORY BOULEVARD,10314,7184942442,Chicken,40.59730019,-74.18176588,27,0
STROMBOLI PIZZA,83,ST MARKS PLACE,10003,2126733691,Pizza,40.72774643,-73.98564751,6,0
JOSIE WOOD'S PUB,11,WAVERLY PLACE,10003,2122289909,American,40.73003357,-73.99417293,12,0
SIDO FALAFEL & MORE,267,COLUMBUS AVENUE,10023,2124962803,Mediterranean,40.77771642,-73.97855615,4,0
LA ISLA,4920,5 AVENUE,11220,7187489375,Latin American,40.64549975,-74.00991684,11,0
THE ORIGINAL SAL'S PIZZERIA,6048,MYRTLE AVENUE,11385,7183665396,Pizza,40.70062612,-73.89639986,9,1
APPLEBEE'S,205,WEST   50 STREET,10019,2122622400,American,40.76137502,-73.98392558,13,0
LIMAN RESTAURANT,2710,EMMONS AVENUE,11235,7187693322,Mediterranean,40.58379059,-73.9413066,13,0
BAKED,359,VAN BRUNT STREET,11231,7182220345,Bakery Products/Desserts,40.6769573,-74.01334288,26.125,0
MURRAY HILL DINER,222,LEXINGTON AVENUE,10016,2126866667,American,40.74589123,-73.98010384,19.66666667,0
VINNY'S PIZZA,9701,57 AVENUE,11368,7186994433,Pizza,40.73720193,-73.86392054,27,0
DUNKIN,6120,FRESH MEADOW LANE,11365,7184635819,Donuts,40.73758679,-73.79583803,12,0
NEPTUNE PIZZA,3033,CONEY ISLAND AVENUE,11235,7189754472,Pizza,40.58188277,-73.95992417,27,0
DAMASCUS BREAD & BAKERY,195,ATLANTIC AVENUE,11201,7186257070,Bakery Products/Desserts,40.68990772,-73.99314877,31.33333333,0
PARK AVENUE LUNCHEONETTE,131,PARK AVENUE,11205,7186436434,Latin American,40.69627018,-73.97430542,10,0
JIMBO'S HAMBURGER PALACE,346,DEVOE AVENUE,10460,3478106979,Hamburgers,40.83918528,-73.87792153,10,0
PRET A MANGER,857,BROADWAY,10003,6465728010,Soups/Salads/Sandwiches,40.73722733,-73.99030762,13,0
MARIO'S DELI,262,NASSAU AVENUE,11222,7183493066,American,40.72597255,-73.94059642,9.5,0
THE AVENUE,7122,MYRTLE AVENUE,11385,3477253853,American,40.70204227,-73.87939987,11.66666667,1
DUNKIN',2370,GRAND CONCOURSE ROAD,10458,7182204828,Donuts,40.85916538,-73.89890667,12,0
U LIKE CHINESE RESTAURANT,602,MARCY AVENUE,11206,7182439096,Chinese,40.69400823,-73.94894796,21.5,0
LUKE'S PIZZA,1226,SOUTHERN BOULEVARD,10459,7186187053,Pizza,40.82920566,-73.89187354,12,0
JUNGSIK,6,HARRISON STREET,10013,2122190900,Korean,40.71868373,-74.00925317,7,0
MIKE'S PIZZA OF BROOKLYN,2026,BEDFORD AVENUE,11226,7189416224,Pizza,40.65532915,-73.95634072,17.8,0
NORMA'S,5902,CATALPA AVENUE,11385,3472940185,Coffee/Tea,40.70250464,-73.90073927,8,1
APOTHEKE/ CHEMIST,9,DOYERS STREET,10013,2124060400,American,40.71444068,-73.99813145,5,0
TAUREAU LA SIRENE,558,BROOME STREET,10013,2122282222,French,40.72438484,-74.00584461,9,0
LULU JUICY FRUIT,550,SOUTHERN BOULEVARD,10455,3477265068,"Juice, Smoothies, Fruit Salads",40.81231932,-73.90343963,12,0
SAGAR CHINESE,8747,HOMELAWN STREET,11432,7186573333,Asian/Asian Fusion,40.71124836,-73.7930081,41.92307692,0
JM COFFEE SHOP & BAKERY,171-06,JAMAICA AVENUE,11432,7187396313,Mexican,40.70747167,-73.78856538,26.75,0
ZEN VEGETARIAN HOUSE,773,FLATBUSH AVENUE,11226,7182822255,Vegetarian,40.65397165,-73.95952031,23.42857143,0
SOUTHEAST BAKERY,6821,FORT HAMILTON PARKWAY,11219,7186801188,Chinese,40.62900893,-74.01162922,22.77777778,0
LEE'S RESTAURANT,626,EAST  187 STREET,10458,7183678383,Chinese,40.85508901,-73.88667283,12,0
L'ARTE DEL GELATO,75,9 AVENUE,10011,2123660570,Frozen Desserts,40.74186904,-74.00471301,10,0
MY HOUSE,1650,SHEEPSHEAD BAY ROAD,11235,7189340400,American,40.58653778,-73.95238232,29.25,0
ARTS AND CRAFTS BEER PARLOR,26,WEST    8 STREET,10011,6466785263,American,40.73268513,-73.99740929,7,0
ANATOLIAN GYRO RESTAURANT,2623,EAST   16 STREET,11235,7187694754,Turkish,40.58757844,-73.95331767,9,0
MOOT BAR,579,MYRTLE AVENUE,11205,7186383982,American,40.69402942,-73.96095638,13,0
STARBUCKS,475,WEST   57 STREET,10019,2122475489,Coffee/Tea,40.76873143,-73.98763869,2,0
FATTY DADDY TACO,152,SMITH STREET,11201,9292959361,Tex-Mex,40.686515,-73.9906179,77.33333333,0
IVY JUICE BAR & DELI INC,800,EAST  149 STREET,10455,9174719220,"Juice, Smoothies, Fruit Salads",40.81268966,-73.90651702,13,0
KOSAKA,220,WEST   13 STREET,10011,2127271709,Japanese,40.73809783,-74.00077223,9,0
BERBICE BAR AND RESTAURANT,17306,JAMAICA AVE,11432,7182976100,Caribbean,40.70788509,-73.78651895,20.2,0
NEW LITTLE CHOPSTICKS,959,LEGGETT AVENUE,10455,7188603299,Chinese,40.8153358,-73.90023435,19.66666667,0
STARBUCKS COFFEE,1077,3 AVENUE,10065,6468663442,Coffee/Tea,40.76428561,-73.96457192,13,0
BEBE FRITAY RESTAURANT,82B,EAST   18 STREET,11226,7184840242,Creole,40.64913928,-73.96302965,7,0
GREAT WALL,6820,FORT HAMILTON PARKWAY,11219,7188336961,Chinese,40.62901991,-74.01164363,11,0
LITTLE CANAL,26,CANAL STREET,10002,9174727479,American,40.71444304,-73.99041195,8,0
WINGSTOP,935,BROADWAY,11206,3475649555,Chicken,40.69722665,-73.93566345,26.90909091,0
EONS,6142,188TH ST,11365,7184874807,Greek,40.73923803,-73.78618355,29.8,0
DUNKIN,925,HUNTS POINT AVENUE,10459,7183785672,Donuts,40.82042713,-73.8909846,12,0
JAJAJA PLANTAS MEXICANA,162,EAST BROADWAY,10002,6468835453,Vegan,40.71404504,-73.99032182,47.52380952,0
THAISM,278,SMITH STREET,11231,7188340505,Thai,40.68241725,-73.99339111,15,0
